Weight_kg,BMI,Protein_Intake,Dietary_Habits,Recommended_Meal_Plan
117,35.32,72,Regular,Low-Fat Diet
73,22.04,72,Regular,Balanced Diet
90,36.51,95,Vegan,Balanced Diet
114,39.91,68,Vegetarian,Balanced Diet
66,24.24,128,Regular,Low-Carb Diet
73,25.26,121,Keto,Balanced Diet
76,20.19,146,Regular,Low-Carb Diet
56,18.29,62,Regular,High-Protein Diet
61,20.62,133,Regular,Low-Carb Diet
52,18.65,176,Keto,Balanced Diet
59,18.21,106,Regular,Low-Fat Diet
82,22.48,57,Regular,Low-Fat Diet
95,36.65,149,Vegan,Balanced Diet
108,48.0,63,Regular,Balanced Diet
101,27.69,143,Regular,High-Protein Diet
55,22.03,58,Vegetarian,High-Protein Diet
51,22.07,190,Regular,Balanced Diet
78,25.47,87,Regular,Low-Fat Diet
89,35.65,70,Regular,Balanced Diet
110,30.15,133,Vegetarian,Low-Carb Diet
117,42.98,177,Vegetarian,High-Protein Diet
117,39.09,177,Vegan,High-Protein Diet
78,19.7,58,Keto,Low-Fat Diet
111,41.78,64,Vegetarian,Balanced Diet
109,47.18,52,Regular,Low-Carb Diet
90,26.87,136,Vegan,Low-Fat Diet
114,34.42,71,Keto,Low-Fat Diet
113,28.53,88,Vegan,Balanced Diet
112,37.42,58,Regular,Low-Fat Diet
97,38.86,61,Regular,High-Protein Diet
69,26.29,83,Vegan,Balanced Diet
86,37.72,94,Keto,Low-Fat Diet
113,46.43,146,Regular,Low-Fat Diet
54,13.91,99,Regular,High-Protein Diet
83,28.72,148,Regular,Low-Fat Diet
88,31.18,88,Regular,Low-Fat Diet
116,38.31,52,Vegan,Low-Fat Diet
111,28.89,61,Regular,High-Protein Diet
73,24.96,92,Regular,Low-Carb Diet
52,20.31,126,Vegan,Low-Carb Diet
116,35.02,169,Regular,Low-Carb Diet
99,30.22,67,Vegetarian,Low-Fat Diet
78,26.99,160,Regular,Balanced Diet
81,22.92,139,Vegan,Low-Carb Diet
88,30.81,59,Vegetarian,Balanced Diet
58,23.53,53,Regular,Low-Fat Diet
63,17.27,150,Regular,High-Protein Diet
117,33.82,61,Vegetarian,Balanced Diet
113,45.27,102,Regular,Low-Fat Diet
69,22.79,65,Vegetarian,Low-Carb Diet
77,25.43,194,Regular,Low-Carb Diet
63,19.02,144,Regular,Low-Fat Diet
93,40.79,51,Vegetarian,Low-Fat Diet
88,31.18,78,Vegan,Balanced Diet
77,20.25,143,Keto,Low-Carb Diet
113,39.56,188,Regular,Low-Fat Diet
81,22.2,150,Regular,Low-Fat Diet
58,16.07,78,Regular,Low-Carb Diet
77,21.11,170,Regular,High-Protein Diet
66,20.83,169,Keto,Low-Carb Diet
104,43.29,140,Keto,Low-Fat Diet
59,21.41,193,Regular,Low-Carb Diet
55,18.17,130,Regular,Low-Carb Diet
97,27.74,191,Regular,Balanced Diet
116,49.55,62,Regular,Balanced Diet
90,28.09,101,Vegetarian,Low-Fat Diet
109,38.16,74,Keto,Low-Carb Diet
91,39.39,174,Vegetarian,Low-Carb Diet
77,26.03,166,Regular,High-Protein Diet
62,22.23,117,Regular,Low-Fat Diet
64,20.9,167,Regular,Low-Fat Diet
85,24.84,121,Regular,Low-Fat Diet
64,25.96,121,Regular,High-Protein Diet
105,38.1,78,Vegan,Low-Fat Diet
53,16.36,52,Vegan,Low-Carb Diet
101,29.19,70,Vegetarian,Low-Carb Diet
59,15.68,190,Regular,Low-Fat Diet
94,28.38,145,Regular,Low-Carb Diet
78,25.18,73,Vegetarian,Low-Fat Diet
102,27.1,51,Regular,Low-Fat Diet
78,33.32,52,Regular,High-Protein Diet
72,24.62,51,Keto,Balanced Diet
106,34.61,82,Regular,Low-Fat Diet
99,30.22,83,Regular,Low-Fat Diet
70,23.39,139,Vegetarian,Balanced Diet
92,24.19,147,Regular,High-Protein Diet
59,17.43,87,Regular,High-Protein Diet
79,22.84,176,Regular,Low-Fat Diet
100,30.52,197,Vegetarian,Low-Fat Diet
82,33.69,187,Regular,Balanced Diet
67,20.23,171,Vegetarian,Balanced Diet
71,21.91,94,Regular,High-Protein Diet
113,43.59,109,Vegan,Low-Carb Diet
70,27.34,61,Vegan,High-Protein Diet
50,16.71,186,Keto,Low-Carb Diet
64,25.96,60,Regular,Balanced Diet
85,25.95,198,Regular,Low-Fat Diet
96,27.45,75,Regular,Balanced Diet
103,35.22,196,Vegetarian,Low-Fat Diet
81,24.19,66,Regular,Low-Fat Diet
107,37.91,178,Vegetarian,Balanced Diet
95,33.26,171,Keto,Low-Fat Diet
103,38.77,143,Keto,Low-Fat Diet
82,24.76,170,Vegan,Low-Fat Diet
88,34.81,164,Regular,Low-Carb Diet
72,26.45,90,Vegan,Low-Carb Diet
92,39.3,130,Keto,High-Protein Diet
104,33.57,167,Regular,Low-Carb Diet
51,16.28,143,Keto,Balanced Diet
115,31.2,165,Regular,Balanced Diet
87,31.96,58,Vegan,Low-Fat Diet
78,23.55,60,Regular,Low-Fat Diet
116,29.89,165,Keto,Low-Carb Diet
85,30.12,67,Regular,Balanced Diet
78,26.99,57,Keto,High-Protein Diet
86,29.41,76,Regular,High-Protein Diet
94,37.65,58,Keto,Low-Fat Diet
65,26.04,51,Regular,High-Protein Diet
80,32.05,130,Vegetarian,Low-Carb Diet
83,26.79,95,Regular,Low-Carb Diet
99,35.93,182,Keto,Balanced Diet
114,30.6,189,Regular,Balanced Diet
111,29.49,148,Regular,Low-Fat Diet
92,37.32,164,Vegetarian,High-Protein Diet
105,38.57,101,Vegetarian,Balanced Diet
64,22.95,96,Regular,Balanced Diet
97,29.28,85,Keto,High-Protein Diet
98,43.56,119,Vegan,Low-Fat Diet
93,35.88,81,Keto,High-Protein Diet
59,24.56,93,Vegetarian,High-Protein Diet
69,19.11,193,Regular,Balanced Diet
119,50.18,120,Vegan,Low-Carb Diet
57,20.94,145,Regular,Balanced Diet
94,33.71,194,Vegetarian,Low-Fat Diet
83,21.17,63,Keto,Low-Fat Diet
100,35.86,190,Regular,High-Protein Diet
53,23.56,177,Vegan,Low-Carb Diet
88,31.18,61,Vegetarian,High-Protein Diet
73,29.62,193,Vegetarian,Low-Carb Diet
104,45.01,101,Vegetarian,High-Protein Diet
75,24.77,198,Vegan,High-Protein Diet
74,31.2,73,Regular,High-Protein Diet
85,23.8,92,Keto,Low-Carb Diet
107,37.91,172,Vegetarian,Low-Carb Diet
61,21.87,182,Vegetarian,Low-Carb Diet
50,12.63,160,Keto,Balanced Diet
99,30.56,82,Keto,Balanced Diet
74,22.34,58,Vegetarian,High-Protein Diet
54,14.06,84,Vegetarian,High-Protein Diet
117,41.95,57,Vegan,Low-Fat Diet
55,15.56,124,Regular,High-Protein Diet
75,27.55,194,Vegan,Balanced Diet
104,38.2,129,Vegan,Balanced Diet
88,22.91,69,Keto,Low-Fat Diet
58,16.59,127,Regular,Balanced Diet
94,26.04,71,Regular,Balanced Diet
63,25.89,162,Vegetarian,Low-Carb Diet
104,39.14,120,Vegetarian,Low-Carb Diet
58,15.73,126,Regular,Low-Fat Diet
64,16.49,164,Regular,High-Protein Diet
86,28.41,130,Regular,Balanced Diet
99,30.22,134,Regular,Balanced Diet
70,20.02,190,Keto,High-Protein Diet
106,36.25,162,Vegan,High-Protein Diet
68,24.98,78,Regular,Low-Carb Diet
107,33.77,187,Regular,Low-Carb Diet
55,20.2,192,Regular,Low-Fat Diet
53,20.45,172,Vegan,High-Protein Diet
92,33.39,156,Regular,Low-Fat Diet
91,26.3,126,Keto,High-Protein Diet
52,16.79,84,Regular,Low-Carb Diet
50,16.51,103,Keto,Low-Fat Diet
104,39.63,198,Vegetarian,High-Protein Diet
64,25.96,161,Regular,High-Protein Diet
96,40.48,91,Regular,Low-Fat Diet
95,36.65,118,Vegan,Low-Fat Diet
107,29.64,183,Regular,Low-Carb Diet
88,38.09,179,Regular,Low-Carb Diet
52,15.36,170,Keto,Low-Fat Diet
79,23.85,52,Vegan,Low-Carb Diet
84,28.73,102,Keto,High-Protein Diet
106,26.77,59,Regular,Low-Carb Diet
78,20.94,73,Regular,Low-Carb Diet
99,39.66,161,Keto,Low-Carb Diet
111,30.75,133,Regular,High-Protein Diet
101,36.21,71,Vegetarian,Low-Carb Diet
63,15.91,110,Vegetarian,Low-Fat Diet
84,26.51,116,Vegetarian,High-Protein Diet
77,21.79,53,Regular,Low-Carb Diet
107,34.54,53,Vegetarian,High-Protein Diet
79,23.08,88,Keto,Low-Fat Diet
56,14.88,80,Regular,Balanced Diet
88,31.93,79,Vegetarian,Balanced Diet
118,35.24,142,Regular,High-Protein Diet
84,22.09,148,Regular,Low-Fat Diet
101,43.72,74,Vegetarian,Low-Fat Diet
63,26.56,107,Vegetarian,Balanced Diet
112,42.15,188,Regular,High-Protein Diet
85,36.79,155,Regular,Low-Carb Diet
73,24.68,95,Regular,Balanced Diet
89,25.18,138,Keto,Low-Fat Diet
78,24.34,70,Regular,Low-Fat Diet
102,25.76,179,Regular,Balanced Diet
71,18.86,88,Regular,Balanced Diet
64,21.63,148,Regular,High-Protein Diet
118,38.09,80,Keto,Low-Carb Diet
113,44.7,181,Regular,High-Protein Diet
53,17.51,116,Regular,Low-Fat Diet
67,25.53,190,Regular,Low-Fat Diet
91,33.43,172,Regular,High-Protein Diet
79,21.88,114,Vegetarian,Low-Fat Diet
64,19.11,136,Vegetarian,Low-Fat Diet
119,34.4,154,Keto,High-Protein Diet
104,35.57,190,Regular,Balanced Diet
102,37.02,178,Regular,High-Protein Diet
65,21.97,147,Vegetarian,High-Protein Diet
83,24.25,110,Regular,Low-Carb Diet
76,19.39,144,Regular,Low-Carb Diet
62,24.84,121,Regular,High-Protein Diet
76,33.33,179,Regular,Low-Fat Diet
118,36.02,61,Regular,Balanced Diet
80,20.2,105,Regular,Balanced Diet
52,17.78,143,Regular,High-Protein Diet
79,21.43,90,Regular,High-Protein Diet
70,26.67,170,Keto,Balanced Diet
55,22.31,163,Keto,Low-Carb Diet
81,36.0,129,Regular,Low-Carb Diet
91,33.02,179,Vegetarian,High-Protein Diet
111,42.82,115,Regular,Low-Carb Diet
81,34.6,197,Regular,Balanced Diet
88,33.53,106,Vegan,Low-Carb Diet
113,34.88,111,Regular,High-Protein Diet
79,21.88,135,Regular,Low-Fat Diet
112,46.02,184,Vegetarian,Low-Carb Diet
80,27.04,116,Regular,Low-Carb Diet
89,29.74,99,Regular,Low-Carb Diet
82,34.58,83,Regular,Low-Fat Diet
112,47.23,154,Regular,Balanced Diet
74,26.85,136,Keto,Low-Carb Diet
85,26.53,118,Regular,Low-Carb Diet
73,29.24,156,Vegetarian,Balanced Diet
107,44.54,116,Regular,Low-Carb Diet
88,29.07,137,Regular,Low-Fat Diet
95,33.66,164,Vegetarian,High-Protein Diet
59,21.67,92,Regular,Low-Carb Diet
81,28.03,70,Vegetarian,Low-Carb Diet
85,37.28,61,Vegan,Low-Fat Diet
77,30.46,81,Vegetarian,High-Protein Diet
65,23.88,162,Vegetarian,High-Protein Diet
65,18.79,147,Regular,Low-Carb Diet
67,24.91,136,Regular,Balanced Diet
57,21.72,104,Vegetarian,High-Protein Diet
119,45.34,117,Regular,High-Protein Diet
50,15.26,66,Vegetarian,Low-Fat Diet
111,29.49,75,Vegetarian,Low-Carb Diet
87,22.65,144,Regular,Balanced Diet
94,24.72,152,Regular,Low-Fat Diet
107,43.41,150,Keto,High-Protein Diet
50,13.56,153,Regular,Low-Fat Diet
81,29.04,187,Regular,Balanced Diet
57,16.65,149,Regular,High-Protein Diet
89,29.06,159,Vegetarian,Low-Fat Diet
105,41.53,100,Vegetarian,High-Protein Diet
112,34.57,83,Vegetarian,Low-Carb Diet
85,25.66,191,Vegetarian,Low-Carb Diet
106,33.46,150,Regular,Balanced Diet
94,39.64,87,Vegetarian,Low-Fat Diet
51,19.43,97,Regular,Low-Carb Diet
117,52.0,77,Regular,High-Protein Diet
99,33.46,169,Regular,Low-Fat Diet
78,21.84,171,Vegetarian,Low-Carb Diet
59,25.54,125,Regular,Low-Carb Diet
76,32.89,114,Regular,Balanced Diet
64,26.3,109,Regular,Balanced Diet
109,31.85,62,Regular,Low-Carb Diet
80,23.63,101,Regular,Balanced Diet
70,26.03,150,Regular,High-Protein Diet
109,30.51,153,Regular,Balanced Diet
107,46.31,92,Keto,High-Protein Diet
90,28.41,91,Regular,Low-Carb Diet
95,29.65,116,Vegetarian,Low-Carb Diet
94,26.6,118,Regular,Balanced Diet
75,26.89,128,Regular,Low-Fat Diet
100,39.06,159,Regular,Low-Fat Diet
85,23.06,166,Regular,High-Protein Diet
101,25.76,118,Vegetarian,Low-Carb Diet
100,28.6,147,Vegetarian,Low-Carb Diet
52,14.56,172,Vegetarian,High-Protein Diet
63,28.0,95,Regular,Low-Carb Diet
98,30.93,136,Regular,Low-Carb Diet
50,19.78,66,Vegetarian,High-Protein Diet
106,33.83,186,Keto,Low-Carb Diet
66,20.37,117,Keto,Balanced Diet
99,35.08,79,Vegetarian,Low-Carb Diet
63,27.27,144,Regular,Balanced Diet
108,31.56,110,Regular,High-Protein Diet
52,14.11,94,Keto,High-Protein Diet
89,33.09,89,Regular,High-Protein Diet
115,34.72,110,Keto,Low-Fat Diet
83,22.99,170,Regular,Balanced Diet
58,15.73,90,Regular,Low-Carb Diet
70,18.6,137,Regular,Low-Fat Diet
74,24.16,168,Regular,Low-Fat Diet
93,34.16,129,Vegetarian,High-Protein Diet
74,21.62,154,Regular,Balanced Diet
58,17.51,87,Keto,Balanced Diet
111,38.86,195,Regular,Balanced Diet
75,28.58,148,Vegetarian,Low-Fat Diet
106,32.0,54,Vegetarian,Low-Carb Diet
86,36.26,150,Vegetarian,High-Protein Diet
65,18.79,188,Keto,Low-Fat Diet
86,32.37,53,Regular,Balanced Diet
73,23.57,150,Keto,Low-Fat Diet
75,25.35,110,Vegan,Low-Fat Diet
69,25.97,173,Regular,Low-Carb Diet
58,16.24,164,Regular,Low-Fat Diet
78,33.32,61,Regular,Balanced Diet
80,22.63,98,Keto,Low-Carb Diet
68,24.09,160,Regular,Balanced Diet
69,17.96,77,Regular,Balanced Diet
76,32.47,83,Regular,Balanced Diet
93,29.03,55,Regular,High-Protein Diet
84,29.76,83,Keto,Low-Carb Diet
71,21.91,121,Vegan,Low-Fat Diet
64,19.75,65,Regular,Low-Fat Diet
62,24.84,129,Regular,Low-Carb Diet
53,20.2,65,Regular,Low-Carb Diet
105,39.52,165,Regular,Low-Fat Diet
72,18.93,164,Keto,Low-Fat Diet
83,32.83,133,Regular,Low-Carb Diet
66,17.01,191,Regular,Low-Fat Diet
77,23.77,171,Regular,Low-Carb Diet
63,18.21,108,Regular,Low-Fat Diet
83,28.06,196,Regular,High-Protein Diet
106,34.22,75,Vegetarian,Balanced Diet
104,43.29,68,Regular,High-Protein Diet
115,37.55,173,Vegetarian,Low-Fat Diet
86,37.72,177,Keto,Balanced Diet
117,31.09,98,Vegetarian,Low-Carb Diet
75,28.58,79,Keto,Low-Fat Diet
110,27.78,106,Keto,Balanced Diet
116,41.1,134,Regular,Low-Fat Diet
101,44.89,85,Keto,Balanced Diet
67,18.76,77,Regular,Balanced Diet
102,31.13,146,Regular,Balanced Diet
112,38.3,81,Keto,Low-Fat Diet
102,26.28,136,Vegetarian,Low-Fat Diet
76,23.99,125,Vegetarian,Balanced Diet
80,35.09,119,Keto,High-Protein Diet
50,14.0,136,Vegan,Low-Fat Diet
55,15.73,159,Regular,Low-Carb Diet
60,15.46,128,Regular,High-Protein Diet
83,32.42,81,Vegetarian,Low-Fat Diet
112,40.64,113,Vegan,Low-Carb Diet
102,27.67,126,Keto,Balanced Diet
67,27.18,176,Vegetarian,Low-Carb Diet
70,23.94,164,Vegetarian,Low-Fat Diet
68,29.05,146,Regular,Balanced Diet
53,20.7,168,Regular,Balanced Diet
78,31.64,88,Regular,Balanced Diet
74,29.64,94,Keto,High-Protein Diet
105,34.29,190,Keto,Balanced Diet
112,49.12,197,Regular,High-Protein Diet
76,27.92,107,Regular,Low-Fat Diet
109,33.64,196,Regular,Low-Fat Diet
98,40.79,140,Regular,Low-Fat Diet
114,39.45,186,Regular,Low-Fat Diet
87,28.41,126,Regular,High-Protein Diet
101,35.79,196,Regular,Low-Fat Diet
50,15.96,104,Regular,Balanced Diet
89,36.11,168,Regular,High-Protein Diet
70,26.35,155,Vegetarian,High-Protein Diet
64,21.38,88,Keto,High-Protein Diet
99,25.51,194,Keto,Low-Fat Diet
97,26.04,109,Vegetarian,Low-Fat Diet
81,23.41,91,Regular,Low-Fat Diet
98,32.0,179,Vegetarian,Balanced Diet
117,36.11,99,Keto,Balanced Diet
94,28.69,116,Regular,Balanced Diet
81,20.45,197,Keto,High-Protein Diet
53,14.68,50,Regular,Low-Carb Diet
114,50.0,182,Keto,High-Protein Diet
114,37.65,146,Vegetarian,Low-Fat Diet
67,17.99,175,Regular,Low-Carb Diet
103,45.17,136,Vegan,Balanced Diet
96,26.32,195,Vegetarian,Balanced Diet
55,24.44,117,Keto,Low-Fat Diet
115,33.6,154,Regular,Low-Carb Diet
58,22.38,146,Regular,Low-Carb Diet
117,46.87,71,Vegan,High-Protein Diet
72,21.04,79,Regular,Balanced Diet
92,25.48,139,Vegetarian,Low-Carb Diet
100,31.92,50,Regular,High-Protein Diet
74,21.16,119,Regular,Balanced Diet
84,25.36,130,Regular,High-Protein Diet
66,18.09,100,Regular,High-Protein Diet
67,17.62,117,Regular,Low-Carb Diet
76,25.99,123,Vegan,Low-Fat Diet
64,21.14,102,Regular,Low-Fat Diet
118,42.31,152,Regular,High-Protein Diet
64,26.64,83,Vegan,Low-Carb Diet
91,32.63,135,Vegetarian,Low-Fat Diet
83,30.49,184,Regular,High-Protein Diet
97,36.06,88,Keto,Low-Carb Diet
57,14.69,86,Keto,High-Protein Diet
59,23.94,112,Vegetarian,High-Protein Diet
54,20.58,64,Regular,High-Protein Diet
97,26.31,123,Keto,Low-Carb Diet
75,30.82,150,Vegan,High-Protein Diet
72,26.13,177,Regular,Balanced Diet
111,28.03,150,Regular,Low-Carb Diet
62,18.92,163,Regular,High-Protein Diet
58,19.84,117,Regular,Balanced Diet
69,26.29,159,Regular,Low-Fat Diet
106,27.59,110,Regular,Low-Fat Diet
73,24.68,74,Regular,Low-Carb Diet
82,25.88,84,Regular,Low-Fat Diet
69,23.6,132,Vegan,High-Protein Diet
109,48.44,108,Regular,Low-Carb Diet
97,30.61,114,Vegetarian,Low-Carb Diet
113,29.12,160,Vegan,High-Protein Diet
79,33.31,178,Keto,Low-Fat Diet
66,19.49,169,Keto,Balanced Diet
63,24.92,94,Vegetarian,Low-Fat Diet
68,24.09,68,Vegetarian,Low-Carb Diet
108,31.22,63,Regular,Low-Fat Diet
116,47.67,116,Keto,High-Protein Diet
93,24.46,165,Regular,High-Protein Diet
81,23.92,118,Vegetarian,Low-Fat Diet
60,15.94,55,Regular,Low-Carb Diet
51,19.43,133,Keto,Low-Fat Diet
117,46.28,95,Keto,Low-Carb Diet
66,28.95,91,Regular,Balanced Diet
89,37.04,80,Regular,Balanced Diet
95,38.54,82,Keto,Balanced Diet
53,15.49,101,Vegetarian,Low-Fat Diet
87,28.74,152,Regular,Low-Carb Diet
112,30.07,81,Vegan,High-Protein Diet
78,20.3,103,Keto,Low-Carb Diet
68,19.04,178,Regular,Low-Carb Diet
78,32.05,182,Regular,Low-Fat Diet
84,22.09,199,Vegetarian,Low-Carb Diet
119,40.22,155,Regular,Low-Carb Diet
72,25.51,170,Regular,Balanced Diet
95,24.98,182,Vegan,High-Protein Diet
93,31.8,57,Vegetarian,Balanced Diet
97,36.96,119,Regular,High-Protein Diet
101,34.95,112,Vegetarian,Balanced Diet
57,25.33,59,Regular,Low-Carb Diet
104,36.85,89,Regular,Balanced Diet
115,34.72,151,Vegetarian,Low-Fat Diet
89,38.02,129,Regular,Low-Fat Diet
80,21.93,105,Vegetarian,Low-Fat Diet
97,41.98,77,Regular,Low-Fat Diet
110,35.51,105,Vegan,Low-Carb Diet
101,27.98,50,Regular,High-Protein Diet
87,25.7,101,Vegetarian,Low-Fat Diet
85,27.13,111,Keto,Balanced Diet
104,43.29,157,Regular,Balanced Diet
62,25.81,167,Vegetarian,Low-Carb Diet
86,23.09,152,Vegan,Low-Fat Diet
96,32.45,86,Regular,Low-Carb Diet
71,21.43,188,Keto,Low-Carb Diet
88,32.32,78,Regular,High-Protein Diet
107,35.75,53,Regular,Low-Carb Diet
79,33.31,188,Regular,High-Protein Diet
67,18.56,79,Keto,Balanced Diet
67,18.37,128,Keto,Balanced Diet
88,33.53,128,Regular,High-Protein Diet
75,19.52,162,Vegetarian,High-Protein Diet
56,21.6,92,Regular,Low-Carb Diet
118,49.76,134,Vegetarian,Low-Carb Diet
114,32.95,88,Vegetarian,High-Protein Diet
95,29.32,188,Regular,Low-Carb Diet
67,21.39,145,Vegan,Low-Fat Diet
62,19.79,73,Vegan,High-Protein Diet
74,23.1,86,Keto,Balanced Diet
57,20.44,114,Regular,Balanced Diet
81,21.75,81,Keto,Balanced Diet
66,21.31,102,Regular,High-Protein Diet
97,28.65,178,Vegetarian,Balanced Diet
112,36.57,158,Vegetarian,Low-Fat Diet
89,25.18,55,Vegetarian,Low-Carb Diet
64,16.32,144,Vegan,Low-Fat Diet
55,19.72,63,Vegetarian,Balanced Diet
112,33.81,118,Keto,Balanced Diet
57,18.83,135,Regular,Low-Fat Diet
81,25.0,100,Regular,Low-Fat Diet
94,27.17,62,Regular,High-Protein Diet
101,44.3,125,Regular,Low-Fat Diet
62,18.72,154,Vegan,Low-Carb Diet
73,20.65,181,Vegan,Low-Fat Diet
89,24.14,87,Regular,Balanced Diet
63,17.09,181,Regular,High-Protein Diet
119,36.32,103,Vegan,Low-Fat Diet
111,39.8,114,Regular,High-Protein Diet
110,39.92,72,Keto,Balanced Diet
50,14.93,109,Regular,Low-Carb Diet
115,32.54,105,Vegetarian,High-Protein Diet
81,33.28,149,Vegetarian,Balanced Diet
62,17.0,136,Keto,Low-Carb Diet
82,24.22,83,Vegetarian,Low-Fat Diet
81,25.28,88,Regular,Low-Fat Diet
105,40.51,91,Regular,Low-Fat Diet
73,21.56,115,Keto,Low-Carb Diet
53,20.7,197,Regular,Balanced Diet
72,19.33,63,Vegan,Low-Fat Diet
78,33.32,86,Regular,High-Protein Diet
70,23.12,86,Vegetarian,Balanced Diet
79,20.36,165,Keto,Low-Fat Diet
69,21.06,61,Vegetarian,Low-Carb Diet
65,22.76,185,Keto,High-Protein Diet
116,29.29,198,Keto,Low-Fat Diet
98,30.25,195,Keto,Balanced Diet
107,45.71,161,Keto,Low-Fat Diet
93,26.59,112,Regular,Balanced Diet
74,19.26,186,Vegetarian,Low-Fat Diet
72,32.0,136,Vegan,Low-Carb Diet
108,46.75,79,Regular,Balanced Diet
50,14.45,135,Keto,High-Protein Diet
64,21.89,108,Vegetarian,High-Protein Diet
101,36.65,104,Regular,High-Protein Diet
107,40.27,99,Regular,Balanced Diet
90,24.93,191,Keto,Low-Carb Diet
93,27.47,95,Regular,High-Protein Diet
53,20.2,84,Regular,High-Protein Diet
117,34.56,147,Regular,Low-Fat Diet
56,15.19,151,Regular,High-Protein Diet
95,41.66,91,Regular,Low-Carb Diet
58,15.1,68,Regular,Low-Carb Diet
82,31.25,103,Keto,Low-Carb Diet
82,30.12,194,Regular,Low-Carb Diet
53,19.0,60,Regular,Low-Carb Diet
114,46.84,176,Vegetarian,Balanced Diet
83,22.05,158,Vegetarian,Low-Carb Diet
113,33.02,141,Regular,Low-Fat Diet
74,20.5,180,Regular,High-Protein Diet
104,32.46,187,Regular,Balanced Diet
58,15.9,73,Vegetarian,Low-Fat Diet
66,18.28,105,Regular,Low-Carb Diet
70,28.76,172,Vegan,High-Protein Diet
109,40.53,75,Vegetarian,Low-Fat Diet
62,17.36,118,Keto,Low-Fat Diet
52,18.42,120,Regular,Low-Carb Diet
117,31.74,125,Vegetarian,High-Protein Diet
53,15.32,85,Vegan,High-Protein Diet
56,24.56,66,Regular,Low-Fat Diet
75,20.56,67,Vegetarian,Low-Fat Diet
73,18.81,145,Vegan,Low-Fat Diet
59,22.48,115,Keto,Low-Fat Diet
62,17.36,162,Regular,Low-Fat Diet
93,25.76,187,Regular,Low-Fat Diet
88,23.87,88,Keto,Low-Fat Diet
68,18.45,191,Keto,Balanced Diet
100,30.86,165,Regular,Low-Carb Diet
68,24.98,187,Vegetarian,High-Protein Diet
101,27.69,104,Keto,Low-Carb Diet
96,25.77,175,Keto,Low-Fat Diet
79,32.88,89,Regular,Low-Fat Diet
95,30.32,173,Regular,Low-Carb Diet
70,21.37,112,Keto,High-Protein Diet
97,26.04,154,Regular,Low-Carb Diet
111,43.91,58,Regular,Balanced Diet
107,27.02,186,Regular,Balanced Diet
67,24.02,188,Regular,Low-Fat Diet
108,46.14,134,Regular,Balanced Diet
97,38.86,162,Keto,High-Protein Diet
112,46.02,73,Regular,Low-Carb Diet
61,15.4,50,Vegetarian,High-Protein Diet
83,33.67,110,Regular,High-Protein Diet
110,29.84,134,Vegetarian,Low-Carb Diet
102,41.91,70,Regular,Balanced Diet
74,20.5,53,Vegan,Low-Fat Diet
111,31.07,149,Keto,Low-Fat Diet
53,22.94,107,Regular,Low-Fat Diet
62,22.5,184,Vegetarian,Low-Fat Diet
91,39.91,178,Regular,Low-Carb Diet
98,36.44,126,Vegetarian,Low-Carb Diet
105,27.61,172,Regular,High-Protein Diet
96,30.3,185,Regular,Balanced Diet
57,14.39,166,Vegetarian,Balanced Diet
104,26.8,109,Vegetarian,Balanced Diet
67,22.91,135,Vegetarian,High-Protein Diet
84,35.88,163,Regular,Low-Fat Diet
81,33.71,58,Keto,Low-Fat Diet
73,20.88,122,Keto,Low-Carb Diet
56,18.29,177,Regular,Low-Carb Diet
62,24.22,131,Keto,Low-Fat Diet
118,38.53,66,Regular,Balanced Diet
91,33.02,56,Regular,Balanced Diet
80,26.73,152,Regular,Low-Carb Diet
75,23.94,100,Regular,High-Protein Diet
81,23.92,193,Regular,Low-Fat Diet
101,31.17,141,Regular,Balanced Diet
69,26.29,74,Regular,Balanced Diet
89,26.29,71,Regular,Balanced Diet
108,39.67,83,Regular,Low-Fat Diet
63,23.42,192,Vegetarian,High-Protein Diet
93,25.23,65,Regular,Low-Fat Diet
97,34.78,65,Regular,Low-Carb Diet
92,23.95,87,Regular,High-Protein Diet
65,18.79,135,Vegetarian,Low-Fat Diet
84,21.64,142,Regular,Low-Carb Diet
102,26.28,137,Keto,Low-Carb Diet
83,21.17,154,Keto,High-Protein Diet
52,14.4,99,Keto,High-Protein Diet
117,37.77,87,Regular,Low-Carb Diet
54,15.95,72,Regular,Low-Fat Diet
59,15.68,138,Keto,Low-Fat Diet
101,29.83,85,Keto,High-Protein Diet
78,24.9,147,Keto,High-Protein Diet
80,22.63,190,Keto,High-Protein Diet
115,32.89,146,Vegan,High-Protein Diet
118,47.27,154,Keto,Balanced Diet
86,33.18,159,Vegetarian,High-Protein Diet
76,28.26,181,Regular,Low-Carb Diet
82,28.37,166,Regular,High-Protein Diet
117,34.56,85,Regular,Low-Fat Diet
108,29.6,175,Keto,Balanced Diet
113,34.11,103,Regular,Low-Carb Diet
93,32.95,128,Regular,Balanced Diet
98,33.13,109,Keto,Low-Carb Diet
102,38.87,191,Regular,Low-Fat Diet
98,26.31,176,Keto,Balanced Diet
115,51.11,109,Keto,Balanced Diet
112,35.35,109,Regular,Balanced Diet
74,24.73,71,Regular,High-Protein Diet
53,19.47,114,Regular,Low-Carb Diet
100,33.03,168,Vegetarian,Low-Carb Diet
60,20.28,160,Keto,Low-Carb Diet
66,21.07,151,Regular,High-Protein Diet
115,29.94,199,Vegan,Balanced Diet
119,43.71,174,Regular,Low-Fat Diet
118,32.01,135,Regular,Low-Fat Diet
